Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,1,2,9853,1,1,117.0,1,1,1,3,3,111.52634591063419,1,0,0,1,0,0,19,0,0,5,10,4,11.759395627558648,0,0,5,8,3,11.144711741138172,0,11.952691821268386,0.3259204860208759,1.6454246642285306,1
1,1,1,9238,1,1,135.61144189872965,1,1,19,5,7,132.43194402533547,1,0,0,1,0,0,19,0,0,6,10,6,12.888558101270347,0,0,6,6,6,12.212356518995634,0,11.421692962032553,1.0502977088566887,1.7594279050635173,1
2,39,1,9147,1,1,140.0,1,37,37,9,9,139.23754413087434,0,0,0,1,0,0,38,0,0,5,6,4,11.29693016359291,0,0,5,8,5,11.66129854396176,0,9.4,-0.8,-3.12,1
1,17,1,9085,1,1,138.0,1,38,38,9,3,123.82255250828108,1,0,0,1,0,0,18,0,0,5,11,3,13.377913680617766,2,0,5,8,4,11.407852524339772,0,9.4,-0.8,-3.12,1
1,44,1,9085,1,39,130.0,1,2,1,4,6,130.0,1,0,0,1,0,0,21,0,0,6,12,5,12.57273037273685,0,0,6,13,2,11.613634813631576,0,12.4,0.5,1.79,1
1,1,1,9670,1,1,128.07319592376845,1,1,19,4,7,123.41948448385472,1,0,0,1,0,0,21,0,0,6,14,5,10.964438859770711,0,0,7,10,7,11.893311891873438,0,12.7,3.7,-1.7,1
1,1,2,9085,1,1,132.41379437352552,1,19,37,9,9,129.06034485933813,0,0,0,1,0,0,19,0,0,5,9,3,11.900862148345345,0,0,5,7,3,12.310345780144134,0,7.6,2.6,0.32,1
1,1,3,9085,1,1,139.33642559711004,1,37,19,9,7,124.90046383956651,1,0,0,1,0,0,18,0,0,6,10,5,12.556070932851672,0,0,6,10,5,11.708373902869663,0,9.4,-0.8,-3.12,1
1,1,2,9670,1,1,117.61949034600961,1,1,38,10,10,120.74338841521154,1,0,0,1,0,0,19,0,0,6,8,5,12.943388415211537,0,0,6,7,4,12.22830579239423,0,8.0946625501875,2.1433884152115374,1.5338257962293296,1
1,44,1,9003,1,39,150.0,1,1,1,4,5,150.0,0,0,0,1,1,0,21,0,0,6,10,3,12.71534127493257,0,0,6,17,3,12.247881452549379,0,15.5,2.8,-4.06,1
1,1,4,9773,1,1,144.62021421982078,1,19,19,4,10,130.88606426594623,1,0,0,1,0,0,18,0,0,6,8,6,11.976773776577051,0,0,6,8,5,11.351914312071692,0,7.6,2.6,0.32,1
1,1,2,9500,1,1,135.59000094871547,1,1,3,7,1,131.12733327008564,1,0,0,1,0,0,19,0,0,6,9,5,13.537421930680452,0,0,8,11,7,13.202953915407805,0,15.5,2.8,-4.06,1
1,1,1,9853,1,1,123.0,1,1,38,9,9,121.79236728594552,0,0,0,1,1,0,18,0,0,6,7,5,12.561071250674413,0,0,6,9,5,12.923156381260682,0,10.04197992729968,0.9847345718910254,2.736568140147035,1
1,39,1,9556,1,1,131.48546382065217,1,37,37,9,9,149.9707816160589,1,0,0,1,0,0,25,0,0,5,11,5,12.208702912523794,0,0,5,9,5,12.065102265296284,0,14.379108865007023,0.3958363755259462,0.37858288837657084,1
1,43,1,9773,1,1,130.94871586838713,1,19,1,2,7,125.98461070387103,1,0,0,1,1,0,18,0,0,5,6,0,0.0,0,0,5,9,3,13.166663286129085,0,15.979478234064652,0.35897675135480206,-0.8882038384000198,1
1,44,1,9119,1,1,173.41247827626157,1,1,1,9,4,173.41247827626157,0,0,0,1,0,0,27,0,1,6,12,6,14.911720107733652,0,0,5,10,4,14.531161163319595,0,12.055493917353237,0.2928769551364593,1.6002651720198278,1
1,1,2,9085,1,1,132.47921752485658,1,38,19,9,7,129.06198043812142,0,0,0,1,0,0,19,0,0,5,7,3,11.904951095303536,0,0,5,9,3,12.35941314364243,0,7.6,2.6,0.32,1
1,1,2,9085,1,1,136.8035316573093,1,38,38,9,7,122.38270760393712,1,0,0,1,0,0,18,0,0,5,11,3,13.335295365171833,2,0,5,8,4,11.690176582865465,0,9.4,-0.8,-3.12,1
1,17,1,9254,1,1,119.58017236922733,1,19,38,4,4,124.53586210461813,1,0,0,1,1,0,18,0,0,5,11,5,11.496206843072798,0,0,5,9,3,11.022155132304599,0,12.598534344604731,0.41370697231353504,1.1888362492340343,1
1,1,2,9500,1,1,131.06720509345377,1,19,1,9,9,125.26008076401807,1,0,0,1,0,0,19,0,0,7,6,6,13.161475550432561,0,0,8,7,6,13.029363593874562,0,11.1,0.6,2.02,1
1,17,3,9500,1,1,131.2158101855869,1,19,1,9,5,126.79391319378163,1,0,0,1,0,0,18,0,0,7,8,6,13.246708085270118,0,0,8,8,7,12.998568022566541,0,10.917628472161967,1.0863240742347555,1.8497865740178354,1
1,1,4,9670,1,1,125.0,1,19,1,5,5,119.9238132184674,1,0,0,1,0,0,18,0,0,6,11,4,11.469794091285902,0,0,6,8,4,13.300301544621618,0,13.9,-0.3,0.79,1
1,44,1,9003,1,39,140.0,1,1,1,9,5,140.0,0,0,0,1,1,0,19,0,0,6,11,4,13.428135767218203,0,0,6,12,5,12.150388590972875,0,15.5,2.8,-4.06,1
1,1,1,9853,1,1,131.0,1,38,37,9,7,124.18388307984873,1,0,0,1,0,0,18,0,0,5,6,3,11.948543590440172,0,0,5,8,4,13.218123076226494,0,8.10737846279231,1.641618459170081,-0.6496566177808596,1
1,1,1,9085,1,1,101.0,1,19,37,5,5,100.90659976150536,1,0,0,1,0,0,21,0,0,6,9,4,13.296269746629113,0,0,6,17,3,11.456336651790416,0,12.342180804741416,0.5044476304045066,1.800229549930365,1
1,1,4,9119,1,1,126.0,1,37,38,9,7,122.89270696692947,1,0,0,1,1,0,20,0,0,5,7,4,13.156241801576732,0,0,5,9,3,14.208976688978186,0,7.62370235747927,2.5781209007883663,0.37816193873759363,1
1,42,1,9991,1,1,120.0,1,37,37,9,6,123.61593451839622,0,0,0,1,1,0,28,0,7,12,21,8,11.054704292770047,0,7,11,13,9,10.877161071343185,0,10.731290302648114,-0.5846442157480993,-2.6892884314961987,1
1,1,3,9500,1,1,125.99243712502185,1,3,1,7,9,120.0947059875153,1,0,0,1,0,1,19,0,0,7,10,4,13.368166402251893,0,0,7,8,6,12.1117192859518,0,12.4,0.5,1.79,1
1,44,1,9003,1,39,150.0,1,5,1,4,1,150.0,0,0,0,1,1,0,19,0,0,6,10,4,11.741010114338158,0,0,6,12,2,11.235016857230264,0,14.464040457352635,0.7928283861207306,-0.9197476363501753,1
1,1,1,9500,1,1,117.69409164684996,1,3,1,3,5,115.48586415279497,0,0,0,1,1,0,20,0,0,6,10,5,12.730590835315004,0,0,7,9,6,13.324595059701231,0,13.614485537059963,-0.2082274940549882,0.9154224247915161,1
1,1,1,9130,1,1,138.7304468897289,1,37,37,9,9,132.6965084212982,1,0,0,1,0,0,20,0,0,6,8,3,10.492178755891558,0,0,6,8,4,11.88477655513555,0,12.7,3.7,-1.7,1
1,1,1,9147,1,1,118.14593091040739,1,1,19,5,5,112.34162763583706,0,0,0,1,1,0,21,0,0,5,7,4,11.580262000724062,0,0,5,8,3,10.762956183288248,0,10.8,1.4,1.74,1
2,39,1,9556,1,1,130.0,1,37,37,9,4,162.81406936274345,1,0,0,1,0,0,34,0,0,6,11,4,13.259241697011989,0,0,6,8,4,11.010355823218491,0,12.110716526610108,0.6265615196080778,1.7014069362743456,1
1,1,1,9254,1,1,119.06556397319449,1,1,1,9,7,119.71966919195835,0,0,0,1,0,0,20,0,0,5,6,3,13.013112794638896,0,0,5,7,2,12.967218013402757,0,7.809804714222354,2.5213232321666172,0.4131008419361697,1
1,44,1,9003,1,39,156.48377312760365,1,19,1,4,9,148.5735699119272,0,0,0,1,1,0,20,0,0,6,9,5,11.79230512586682,0,0,7,17,5,12.200090630862347,0,15.746135881067744,1.9209432819009138,-2.9559047620675476,1
1,1,1,9670,1,1,141.10142082844922,1,3,38,2,2,135.71440456819258,1,0,0,1,0,0,18,0,0,6,16,6,12.637463196806173,0,0,7,12,5,13.118863337240626,0,13.9,-0.3,0.79,1
1,1,1,9147,1,1,121.02825648162735,1,19,1,194,9,113.34858717591864,1,0,0,1,0,0,18,0,0,5,8,4,12.913852662237604,0,0,5,8,4,13.217510036300123,0,10.945761527755899,1.0113025926509394,1.876044092572171,1
1,17,2,9500,1,1,140.0,1,1,1,5,7,125.37846158442613,1,0,0,1,0,0,18,0,0,7,9,5,12.766791227833684,0,0,7,8,5,12.072407124040913,0,12.4,0.5,1.79,1
1,17,1,9147,1,1,120.85461870588577,1,1,38,3,5,122.35756354901903,0,0,0,1,1,0,19,0,0,6,7,5,13.4765550758165,0,0,6,9,5,13.533725979084435,0,10.47327961568377,0.8278983215695382,2.444460623923265,1
1,17,3,9119,1,1,134.38542007014743,1,19,1,9,10,121.73072899649263,1,0,0,1,1,0,18,0,0,5,11,4,11.861457992985258,0,0,5,8,2,11.692710035073713,0,8.9,1.4,3.51,1
1,1,1,9670,1,1,117.19697410216733,1,1,19,4,10,117.38030258978327,1,0,0,1,0,0,19,0,0,6,8,4,11.888638345975302,0,0,6,9,5,11.76578411313214,0,10.66665697523186,0.7575792817338692,2.3134914122293315,1
2,39,1,9991,1,1,125.39161276675254,1,38,37,9,4,148.4469935320103,0,0,0,1,0,0,36,0,0,5,10,4,11.65437095750644,0,0,5,10,3,12.89860212779209,0,10.503283956945896,1.263567702358238,0.5365941999626305,1
1,1,1,9238,1,1,137.13215380506398,1,19,1,2,1,131.09632302624559,1,0,0,1,0,0,18,0,0,5,8,1,11.311307699156004,0,0,5,8,0,0.0,0,9.4,-0.8,-3.12,1
1,1,1,9070,1,1,131.11270229488568,1,3,1,9,2,137.71410148492603,1,0,0,1,1,0,20,0,0,6,6,5,12.955866486675633,0,0,6,6,5,12.639666216689081,0,10.8,1.4,1.74,1
1,17,1,9500,1,1,125.7161506742232,1,37,37,7,7,125.46199175298031,1,0,0,1,0,1,18,0,0,7,7,5,12.201141379714661,0,0,7,8,5,12.817030959546608,0,10.106527359781177,1.167698651553613,1.5374561461794292,1
1,1,2,9670,1,1,117.27262400073353,1,1,1,5,5,110.80011359919311,1,0,0,1,1,0,19,0,0,5,10,4,11.92268080033009,0,0,5,10,3,11.5,0,11.01821279977994,0.818099200586827,1.9436652797946106,1
1,1,3,9773,1,1,121.0,1,19,19,9,9,123.84742185533874,1,0,0,1,0,0,20,0,0,5,7,3,10.977418164124414,0,0,5,11,3,12.620323652288027,0,9.4,-0.8,-3.12,1
1,17,1,9853,1,1,145.39056953331527,1,1,1,4,7,128.4437721866739,1,0,0,1,0,0,18,0,0,6,8,4,13.024510727326646,0,0,6,7,3,10.676823841111412,0,12.7,3.7,-1.7,1
1,1,1,9500,1,1,136.36229869906936,1,1,1,7,4,129.30147143102369,1,0,0,1,0,0,19,0,0,6,10,4,12.57970571379526,0,0,6,11,1,10.681121554250398,0,16.2,0.3,-0.92,1
1,1,1,9500,1,1,133.1,1,37,37,9,9,97.72447141585994,1,0,0,1,1,0,22,0,0,7,6,6,12.408157138619977,0,0,7,7,6,12.712588097356678,0,14.573701055221411,0.39566464381050515,0.017513509342950595,1
1,1,1,9147,1,1,131.18143834769563,1,3,19,2,8,122.79197262645224,0,0,0,1,1,0,19,0,0,5,7,4,11.92700684338694,0,0,5,10,4,12.554222595541283,0,15.782691800300057,0.19113699138262383,-0.6097404254404779,1
1,1,1,9670,1,1,121.05032676733413,1,1,19,4,8,115.62516338366706,0,0,0,1,0,0,19,0,0,6,8,4,12.432529934514463,0,0,6,9,5,13.146726204160355,0,10.957549015100119,0.9798692930663517,1.8870457474267768,1
1,43,1,9500,1,1,125.29095373827757,1,19,37,9,7,127.8308064019616,1,0,0,1,0,1,18,0,0,7,9,5,11.62801964484213,0,0,7,8,6,12.739224606138077,0,13.085329532822811,-0.038141635550189346,1.1478730980814078,1
1,1,1,9500,1,1,143.0,1,3,3,2,10,143.8007446153347,0,0,0,1,0,0,19,0,0,6,10,5,12.749627692332641,0,0,6,8,4,12.441798076934214,0,10.832063076928424,1.3144984615242048,1.7699255384665282,1
1,44,1,9003,1,39,129.43268778037108,1,2,3,2,2,129.03556922663088,1,0,0,1,0,0,19,0,0,5,10,3,11.259612668222658,0,0,5,9,4,11.641828054907226,0,13.91152578503907,3.310580997666013,-2.7211431616757875,1
1,1,2,9670,1,1,117.0,1,1,19,5,5,110.99737488651945,1,0,0,1,1,0,19,0,0,5,7,5,12.364438124143001,0,0,5,10,3,11.628281391850681,0,11.1,0.6,2.02,1
1,1,1,9147,1,1,117.45063694015977,1,37,37,9,7,122.33391720172838,1,0,0,1,0,0,20,0,0,5,6,2,13.688605804373434,0,0,5,10,2,12.741772823359963,0,7.6,2.6,0.32,1
1,44,1,9085,1,39,130.0,1,3,1,4,9,130.0,1,0,0,1,0,0,19,0,0,6,13,4,12.805992549775159,0,0,6,11,3,11.488826503960562,0,14.346217135517136,-0.18359552986509486,0.4582472601155202,1
1,44,1,9085,1,39,130.0,1,3,1,3,6,130.0,0,0,0,1,1,0,20,0,1,6,13,4,12.120543701175029,0,0,6,11,3,12.0,0,12.4,0.5,1.79,1
1,39,1,9119,1,1,133.1,1,1,19,4,5,105.04341253285482,1,0,0,1,1,0,21,0,0,5,9,2,11.217440600358886,0,0,5,11,0,0.4775378614030108,0,12.413023759856445,0.6389201051354213,1.638490260336681,1
1,17,4,9254,1,1,112.43205962915816,1,37,19,3,5,110.68043669857434,1,0,0,1,0,0,19,0,0,6,10,4,11.08491811901731,0,0,6,9,3,11.266302751188045,0,10.286411925831631,0.5929330263068493,-0.04288431461305109,1
1,39,1,9500,1,1,120.0,1,1,1,4,6,120.0,0,0,0,1,0,0,26,0,0,6,8,5,12.155509304938697,0,0,6,12,5,12.097193315586686,0,7.7700883022767,2.502806684413314,0.4026143182486832,1
1,1,1,9670,1,1,122.39838817985367,1,1,19,4,5,116.77725990575124,0,0,0,1,1,0,19,0,0,6,8,5,12.975604432554874,0,0,6,9,4,12.828110908529618,0,10.9804835460439,0.918710543882935,1.9084513096409728,1
1,1,1,9500,1,1,128.0,1,38,38,9,9,126.67453994696822,1,0,0,1,0,0,18,0,0,6,6,6,12.12054076038214,0,0,6,7,4,12.903689469487228,0,12.4,0.5,1.79,1
1,1,1,9085,1,1,132.97262710968323,1,19,38,9,5,144.78420646334843,1,0,0,1,0,0,25,0,0,5,11,2,11.663154847511306,0,0,5,7,3,12.784560861779788,0,12.052619390045223,0.3494684023529302,1.221453735040682,1
1,43,1,9853,1,1,122.22807977194893,1,19,19,5,5,112.73684786316936,0,0,0,1,0,0,20,0,4,10,10,7,12.292383665907806,0,4,10,16,3,10.9022515263076,0,10.301720798178735,1.056159543897865,1.6322643876868148,1
1,17,1,9130,1,1,140.78795516009177,1,1,19,4,6,128.73638654802755,1,0,0,1,0,0,18,0,0,6,9,5,14.669351990470972,0,0,6,8,6,13.13425368577984,0,9.642156939678793,1.209159644082596,3.14528287535785,1
1,1,2,9147,1,1,118.389019011149,1,1,1,4,10,120.61647148327648,1,0,0,1,0,0,18,0,0,5,9,4,13.244392395540396,0,0,5,7,4,12.389019011149008,0,7.6,2.6,0.32,1
1,17,1,9147,1,1,123.0,1,1,19,9,7,113.61228007113532,0,0,0,1,0,1,18,0,0,6,11,5,11.780700177838266,0,0,6,10,5,11.990809608494413,0,15.5,2.8,-4.06,1
1,1,4,9147,1,1,130.32027739426655,1,19,37,9,7,130.20818030627328,1,0,0,1,0,1,19,0,0,5,8,4,11.37010402284996,0,0,5,12,3,10.360312068549879,0,9.4,-0.8,-3.12,1
1,1,1,9130,1,1,138.0,1,37,37,9,9,135.66005549615522,1,0,0,1,0,0,19,0,0,6,8,4,11.460032372757215,0,0,6,7,5,11.72498651135116,0,8.109882070670142,2.709974564262188,0.11804670926398253,1
1,44,1,9147,1,1,131.09560627583843,1,3,3,2,2,132.21368551721088,0,0,0,1,1,0,22,0,0,5,12,0,3.71092448267854,0,0,5,9,3,12.15526206899094,0,16.2,0.3,-0.92,1
1,44,1,9003,1,39,150.0,1,1,1,4,5,150.0,0,0,0,1,1,0,21,0,0,6,10,3,12.98366727008529,0,0,6,17,3,12.23396056794845,0,15.665809391282137,2.2078236025637947,-3.316226444820126,1
1,1,1,9070,1,1,129.56105103048773,1,1,1,9,2,136.71468316981702,1,0,0,1,1,0,19,0,0,5,9,5,13.824420412195089,0,0,5,6,3,13.25,0,13.219629097255972,0.07310662408543478,0.9985007605183313,1
1,17,1,171,1,1,144.3511637867112,1,4,38,9,9,136.73662715996662,0,0,1,1,0,0,21,0,10,15,18,10,11.947835848145058,0,8,15,15,10,11.51106573377073,0,11.457247846212576,0.5725193964451863,1.9567946118239288,1
1,17,1,9147,1,1,130.0,1,1,38,9,9,118.54501986224255,1,0,0,1,0,0,20,0,0,5,8,2,10.91130715925684,0,0,5,11,3,12.04434642037158,0,10.8,1.4,1.74,1
2,39,1,9500,1,1,137.07620604982353,1,37,37,9,9,108.42373825364876,1,0,0,1,0,0,45,0,0,5,8,3,12.836147115718786,0,0,5,8,5,12.183050469854049,0,8.637271143432226,0.6407100624057938,-1.662340407448256,1
1,1,4,9119,1,1,126.09553531383467,1,37,38,7,7,122.76625056063148,1,0,0,1,1,0,20,0,0,5,7,4,13.182485192463643,0,0,5,9,4,14.132173112937242,0,7.6,2.6,0.32,1
1,1,4,9147,1,1,131.5045627012937,1,38,1,9,7,128.2734030545472,1,0,0,1,0,0,18,0,0,6,7,5,12.942392596365123,0,0,7,7,6,12.547578766605518,0,10.987157797402972,0.9009125402587416,1.9146806109094405,1
1,1,1,9670,1,1,129.09646464252555,1,3,1,3,9,136.4127020176416,1,0,0,1,0,0,19,0,0,5,7,5,13.638585857010217,0,0,5,10,3,13.25,0,12.49952019591459,0.46800505385328944,1.2191792948003677,1
1,1,1,9147,1,1,129.41339153682452,1,1,1,9,7,118.70946138101395,1,0,0,1,1,0,19,0,0,5,8,4,11.744104766284147,0,0,5,11,3,13.365010075208898,0,10.924017461047358,1.0692867705403792,1.8557496303108674,1
1,1,1,9670,1,1,128.5040426232346,1,19,1,7,5,124.93521989084282,0,0,0,1,0,0,18,0,0,7,9,6,12.53910231909258,0,0,7,10,6,12.484432397123761,0,15.5,2.8,-4.06,1
1,39,1,9670,1,1,133.1,1,1,3,4,4,140.5787575303349,1,0,0,1,0,0,21,0,0,5,8,4,12.655280559719301,0,0,5,9,4,12.131593185224881,0,10.8,1.4,1.74,1
1,1,1,9254,1,1,140.41160876737032,1,38,37,3,9,139.83535649305188,1,0,0,1,0,0,20,0,0,5,9,1,11.90853138502882,0,0,5,8,1,11.343007306141928,0,8.9,1.4,3.51,1
1,44,1,9085,1,39,140.0,1,1,38,3,7,140.0,1,0,0,1,0,0,20,0,0,6,11,6,12.280330412583142,0,0,6,12,5,11.795183559997984,0,16.2,0.3,-0.92,1
1,1,1,9254,1,1,119.95272282790732,1,19,19,9,5,122.81181929302316,1,0,0,1,1,0,23,0,0,6,10,2,10.0,0,0,5,8,1,10.047277172092674,0,9.4,-0.8,-3.12,1
2,39,1,9500,1,1,133.1,1,37,37,9,9,100.0,0,0,0,1,0,0,38,0,1,6,8,4,11.240739312666225,0,1,6,8,4,11.39093825096041,0,12.897520201241145,0.02222564960106066,1.230375054454783,1
1,39,1,9500,1,1,130.0,1,37,37,9,9,130.0,0,0,0,1,0,0,29,0,1,7,8,5,13.095607335562502,0,1,7,11,7,12.555743640507359,0,12.535990776185779,1.9505682793149761,0.20797397037210463,1
1,39,1,9119,1,1,130.768052903884,1,19,37,9,9,133.4794327770897,1,0,0,1,1,0,25,0,0,5,8,5,12.664114625082053,0,0,5,8,4,12.286871420243433,0,8.34223070757112,2.3216634846608297,0.6493648764846851,1
1,43,2,9500,1,1,126.0,1,37,37,9,7,125.33545980696063,1,0,0,1,0,1,18,0,0,6,8,5,12.601275884176376,0,0,6,8,5,11.017631473530713,0,7.6,2.6,0.32,1
2,39,1,9991,0,1,150.06466282281662,1,3,37,3,10,112.93297803963647,0,0,0,1,0,0,43,0,11,12,15,11,11.092107226125684,0,9,11,10,10,11.059507172505459,0,8.25420308348308,1.9961202306310033,1.9253137202392494,1
1,1,1,9147,1,1,117.0,1,1,19,10,10,120.1780139363868,1,0,0,1,0,0,20,0,0,5,9,2,10.0,0,0,5,10,2,11.012214479785113,0,7.6,2.6,0.32,1
1,1,1,9254,1,1,122.39028910809519,1,38,38,9,5,118.4706819810953,1,0,0,1,0,0,18,0,0,6,10,3,12.521358415535696,0,0,6,12,2,12.161647523630883,0,10.8,1.4,1.74,1
1,1,3,9670,1,1,117.23025539470252,1,1,19,4,9,110.67680746380807,1,0,0,1,0,0,20,0,0,5,9,4,12.210419125010867,0,0,5,10,3,11.461624100882913,0,9.4,-0.8,-3.12,1
1,17,1,9853,1,1,147.96502397480876,1,19,1,9,9,129.82623201889345,0,0,0,1,0,0,19,0,0,6,8,4,10.612241608816936,0,0,6,10,4,10.418362413225404,0,15.5,2.8,-4.06,1
1,1,1,9254,1,1,100.0,1,19,37,5,5,112.24542460770502,1,0,0,1,0,0,26,0,0,5,15,3,12.194239519758032,0,0,5,6,3,11.8378590526055,0,7.6,2.6,0.32,1
1,1,3,9500,1,1,124.79178070123167,1,3,1,4,181,119.59780833382992,1,0,0,1,0,0,19,0,0,6,9,6,12.335590266993993,0,0,6,9,6,11.466404111851906,0,12.4,0.5,1.79,1
1,1,5,9147,1,1,123.89735526851497,1,1,19,4,8,119.33518585995058,1,0,0,1,0,0,19,0,0,6,11,4,11.905035141628694,0,0,6,9,5,12.909771275769057,0,13.9,-0.3,0.79,1
1,17,1,9254,1,1,121.73516075101922,1,19,38,4,5,124.72054822530576,0,0,0,1,1,0,18,0,0,5,6,4,11.421613082993591,0,0,5,6,4,12.036225608707051,0,15.23028990911474,0.047032150203845435,-0.1990416280809595,1
2,39,1,9500,1,1,133.1,1,37,37,9,4,133.11912905348348,0,0,0,1,0,0,40,0,0,6,8,5,13.047651621393392,0,0,6,10,5,12.631767747595594,0,16.14440644170771,0.4985484224724665,-1.1693768186254179,1
1,1,1,9853,1,1,149.8941908746641,1,1,1,3,5,143.14605809919388,0,0,0,1,0,0,18,0,0,5,9,4,13.931950215815766,0,0,5,8,4,14.020124486929001,0,8.762448137063354,1.526970950403058,3.172468890178537,1
1,1,1,9773,1,1,132.97011468634656,1,19,37,9,9,122.6646743124231,1,0,0,1,0,0,20,0,0,5,8,3,11.67662843788448,0,0,5,8,3,12.207311732267453,0,10.8,1.4,1.74,1
1,1,2,9070,1,1,127.0,1,1,19,4,9,123.11468411621412,1,0,0,1,0,0,19,0,0,5,5,4,12.14397536534477,0,0,5,11,3,12.288905996288353,0,9.4,-0.8,-3.12,1
1,1,2,9500,1,1,117.0,1,19,1,3,5,111.60300517183529,0,0,0,1,1,0,20,0,0,6,9,5,13.476257000335533,0,0,7,9,6,12.575896155507198,0,11.1,0.6,2.02,1
1,44,1,9003,1,39,150.0,1,1,1,4,9,150.0,0,0,0,1,1,0,19,0,1,6,15,5,11.69719337984453,0,1,6,17,2,11.069423842746094,0,13.79586423588086,-0.24446092580312528,0.8594238427460934,1
1,1,1,9773,1,1,127.0,1,3,37,5,8,122.31905979090827,1,0,0,1,0,0,19,0,0,6,7,5,12.807920278788973,0,0,6,9,3,11.358746387877694,0,11.630495665453234,0.9328461881825566,1.7659529895454136,1
1,17,2,9238,1,1,153.5943246184467,1,3,19,3,5,129.0676125635922,1,0,0,1,0,0,18,0,0,8,7,6,13.302355790248624,0,0,8,9,6,13.302355790248624,0,9.623121459854309,-0.495743463835033,-3.023990159699055,1
1,1,1,9085,1,1,101.0,1,1,19,4,4,99.59875222262174,1,0,0,1,0,0,20,0,0,6,9,4,12.408163993598286,0,0,6,8,2,12.487938207002875,0,11.35953653983093,0.5800356507822362,1.9740819967991432,1
1,17,1,9147,1,1,115.46742416382087,1,3,37,5,7,114.57931825256122,1,0,0,1,0,0,22,0,0,5,8,2,10.0,0,0,5,9,1,11.610479863482611,0,9.4,-0.8,-3.12,1
1,17,2,9147,1,1,120.16004765841804,1,19,38,4,7,118.60794280989835,0,0,0,1,1,0,19,0,0,5,6,3,10.98167361685263,0,0,5,8,3,11.459988085395489,0,15.5,2.8,-4.06,1
1,1,1,9773,1,1,143.2398418248771,1,1,19,4,4,131.78800790875616,1,0,0,1,0,0,18,0,0,6,9,5,12.431978909983611,0,0,6,8,4,13.936818251159462,0,8.744102813829896,1.54390509492625,3.1274522893210515,1
1,1,1,9119,1,1,154.14210367857524,1,19,37,9,5,158.0473678928584,1,0,0,1,1,0,18,0,0,6,7,3,12.26333299881033,0,0,5,11,3,11.0,0,8.053859420238647,2.181052842856633,1.4337011927394503,1
1,17,2,9147,1,1,120.0,1,19,38,5,7,124.06101397631139,0,0,0,1,1,0,18,0,0,5,7,4,11.733521106724332,0,0,5,9,2,10.800375546781998,0,11.687380205552463,2.474197090931929,0.13337478573659345,1
1,1,1,9147,1,1,129.32433375311538,1,19,1,7,7,119.25676712842692,1,0,0,1,0,1,19,0,0,5,6,4,12.8,0,0,5,11,3,13.905388119288478,0,10.897300125934613,1.1405329975076994,1.830813450872305,1
1,1,1,9070,1,1,131.01692173118914,1,19,1,2,5,125.07456347455494,1,0,0,1,1,0,19,0,0,6,6,1,11.66948695519819,0,0,5,9,0,0.0,0,9.4,-0.8,-3.12,1
2,39,1,9991,1,1,133.14043840757392,1,37,37,9,9,109.00586063877883,0,0,0,1,0,0,38,0,0,6,8,4,12.157108751535777,0,0,6,9,5,12.15789017003962,0,7.629889257772045,2.606446702656716,0.3081615096667585,1
2,39,1,9147,1,1,133.1,1,37,37,9,9,143.3816081015062,0,0,0,1,0,0,44,0,0,5,8,5,11.902787670816963,0,0,5,8,4,12.263628860768078,0,13.900506490975774,-0.07197689116568351,-1.663953782331367,1
1,39,1,9085,1,1,134.42216582629976,1,37,37,9,9,128.88443316525996,0,0,1,1,0,0,30,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,11.910025378165113,-0.5211082913149876,-0.9390668380832028,1
2,39,1,9147,1,1,130.83498341825833,1,37,37,9,9,144.52012117320567,0,0,0,1,0,0,41,0,0,5,8,4,10.913313137799058,0,0,5,8,4,11.769349489760755,0,10.642105867406718,0.22291071433494447,0.6355436226297253,1
1,1,1,9853,1,1,122.46520561228373,1,19,3,5,132,115.48427479615904,0,0,0,1,0,0,19,0,4,10,15,6,11.869040880038957,0,3,8,8,2,10.534794387716282,0,10.07654765297582,0.9721644898269745,2.71315636230274,1
1,44,1,9085,1,39,130.0,1,19,1,4,9,130.0,1,0,0,1,0,0,19,0,0,6,11,5,12.927829188879057,0,0,6,19,3,11.686714114200262,0,13.809786486098822,-0.2518861259193718,0.8501423426007853,1
1,1,1,9147,1,1,115.56229681587791,1,19,19,3,5,111.14951235810699,1,0,0,1,0,0,19,0,0,5,12,3,11.296858067989826,0,0,5,8,2,11.250270912162787,0,10.8,1.4,1.74,1
1,1,5,9500,1,1,145.0,1,1,38,2,8,132.46949886197848,1,0,0,1,0,0,18,0,0,8,9,7,13.984815147650975,0,0,8,8,7,13.984815147650975,0,10.880511959439778,1.4974618456376256,1.5942309786985078,1
